"","Reo","IFC Drawing","data:Steel Supplier","data:Other Steel Supplier","data:Reo Manufacture date DD/MM/YY","Cage dimensions","Fittings marked","Formwork","Formwork ready to commence","data:Panel type","data:Other Panel type","data:Panel difficulty","data:Location","data:Other Location","data:Quantity","data:Panel Weight (t)","data:Volume (m3)","data:Manufacture date DD/MM/YY","Formwork dimensions","data:Panel thickness","data:Thickness projection","data:Panel width","data:Width projection","data:Panel height","data:Height projection","Square","Silicone Bed","Edge Form/ Fillets","Position of reinforcement","Lifting devices securely/in place","Fittings locations V2","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Lifting devices securely/in place V3","data:Top Lifters type","data:Other Top Lifters type","data:Edge/Face Lifters type","data:Other Edge/Face Lifters type","Ready to pour","data:Notes/Changes","Pre Pouring","Take a picture or attach copy of concrete doc","data:Concrete Supplier","data:Other Concrete Supplier","data:Concrete schedule docket #","data:Pouring date DD/MM/YY","data:Concrete Requisition (m3)","Correct mix being used","data:28 Mpa required","data:Other Mpa required","data:Type of concrete","data:Other Type of concrete","data:Concrete strength tested","Post Production","Post Production ready to commence - Lifting Mpa","data:Date panel stripped","data:Location (Rack #)","data:Other Location","Fitments removed (GT Caps, fillets, Ferrule caps)","Correct dimensions","Bulges, Dents and airholes within tolerances","Cracks within tolerances","Marking","Panel conform to specifications/ tolerances","data:Patching/fixing required","Concrete Test results (28 days result)","Storage","Inserts/Rebates removed","Filling points/lifters exposed","data:Location (Rack #)","data:Other Location (Rack #)","data:Status"
"A-L2C94","pass","pass","","","23/11/22","pass","pass","pass","pass"," Column","1",""," Bundamba","2.6","1","1.16","0.48","23/11/22","pass","300","pass","600","pass","2690","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," Other","7tn","pass","","pass","pass"," Hy-Tec","","42201","23/11/22","3.4","pass","pass","pass","40/20/200","","Yes","pass","pass","24/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Ground (100t crane)","Delivered"
"A-L2P02","pass","pass","","","22/11/22","pass","pass","pass","pass","Wall","",""," Bundamba","1.1","1","5.2","2.17","22/11/22","pass","200","pass","4400","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42175","23/11/22","6.3","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","Ground ","Delivered"
"A-L2P04","pass","pass","","","22/11/22","pass","pass","pass","pass","Wall","",""," Bundamba","1.3","1","6.08","2.53","22/11/22","pass","200","pass","4400","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42175","23/11/22","6.3","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","9","Delivered"
"A-L2P05","pass","pass","","","22/11/22","pass","pass","pass","pass","Wall","",""," Bundamba","1.2","1","3.62","1.51","22/11/22","pass","200","pass","4450","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42175","23/11/22","6.3","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L2P07","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","5.3u","1","6.15","2.56","24/11/22","pass","200","pass","4450","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42268","24/11/22","5.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","Delivered"
"A-L2P10","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","2.2.1"," Bundamba","4.5","1","5.2","2.17","24/11/22","pass","200","pass","4400","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42270","24/11/22","4.9","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L2P12","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","2.2.1","","4.4","1","6.08","2.53","24/11/22","pass","200","pass","4400","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42270","24/11/22","4.9","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L2P20","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","6.3","1","6.36","2.65","24/11/22","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42264","24/11/22","6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","Delivered"
"A-L2P22","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","6.1","1","6.33","2.64","24/11/22","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42253","24/11/22","5.9","pass","pass","pass"," Other","65/10/600","Yes","pass","pass","25/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","Delivered"
"A-L2P23","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","5.2","1","6.40","2.67","24/11/22","pass","200","pass","5000","pass","2730","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42264","24/11/22","6","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","Delivered"
"A-L2P24","pass","pass","","","25/11/22","pass","pass","pass","pass","Wall","","2.2.1"," Bundamba","6.1","1","7.43","3.10","25/11/22","pass","200","pass","5200","pass","3220","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42449","29/11/22","6.2","pass","pass","pass"," 50/20/200","","Yes","pass","pass","30/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","Delivered"
"A-L2P25","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","4.6","1","6.4","2.67","24/11/22","pass","200","pass","5000","pass","2730","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42268","24/11/22","5.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","25/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L2P26","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","2.4","1","7.62","3.18","24/11/22","pass","200","pass","6000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42316","25/11/22","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","",""
"A-L2P27","pass","pass","","","25/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","1.4","1","6.34","2.64","25/11/22","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42330","25/11/22","6.3","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","7","","Delivered"
"A-L2P28","pass","pass","","","25/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","3.6  ","1","6.37","2.65","25/11/22","pass","200","pass","5000","pass","2680","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42340","25/11/22","5.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","Second gt requires patching ","pass","pass","pass","pass","7","","Delivered"
"A-L2P37","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","2.2","1","4","1.67","24/11/22","pass","200","pass","3146","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42311","25/11/22","6.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L2P41","pass","pass","","","07/01/23","pass","pass","pass","pass","Wall","","2.2.1"," Bundamba","2.5","1","2.86","1.14","07/01/23","pass","200","pass","2960","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","43361","09/01/23","6.1","pass","pass","pass"," 50/20/200","","Yes","pass","pass","10/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L2P42","pass","pass","","","25/11/22","pass","pass","pass","pass","Wall","","1.1.1","","","1","3.27","1.36","25/11/22","pass","200","pass","3225","pass","2110","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t","","","","pass","","pass","pass"," Hy-Tec","","42330","25/11/22","2.64","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","Fourth gt requires patching (NF)","pass","pass","pass","pass","10","","Delivered"
"A-L2P44","pass","pass","","","25/11/22","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","3.5","1","3.27","1.36","25/11/22","pass","200","pass","3225","pass","2110","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42340","25/11/22","5.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L2P45","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","2.3","1","4.66","1.94","24/11/22","pass","200","pass","4600","pass","2110","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42311","25/11/22","6.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L2P48","pass","pass","","","25/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","4.1","1","7.64","3.18","25/11/22","pass","200","pass","6000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42316","25/11/22","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L2P49","pass","pass","","","24/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","2.1","1","6.35","2.64","24/11/22","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42311","25/11/22","6.4","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","Patchin NF required","pass","pass","pass","pass","10","","Delivered"
"A-L2P52","pass","pass","","","25/11/22","pass","pass","pass","pass","Wall","","1.2.1"," Bundamba","1.6","1","5.18","2.16","25/11/22","pass","200","pass","5000","pass","2160","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42330","25/11/2022","6.3","pass","pass","pass"," 50/20/200","","Yes","pass","pass","28/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","10","","Delivered"
"A-L2P54","pass","pass","","","25/11/22","pass","pass","pass","pass","Wall","","2.2.1"," Bundamba","5.1","1","8.25","3.44","25/11/22","pass","200","pass","6625","pass","2880","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42449","29/11/22","6.2","pass","pass","pass"," 50/20/200","","Yes","pass","pass","30/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","Delivered"
"A-L2P55","pass","pass","","","25/11/22","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","6.2","1","6.34","2.64","25/11/22","pass","200","pass","5000","pass","2800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42457","29/11/22","6.3","pass","pass","pass"," 50/20/200","","Yes","pass","pass","30/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","3","","Delivered"
"A-L2P57","pass","pass","","","12/12/22","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","5.6","1","5.04","2.1","12/12/22","pass","200","pass","4000","pass","2640","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42971","13/12/2022","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","14/12/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","4","","Delivered"
"A-L2P60","pass","pass","","","29/11/22","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","1.6","1","7.47","3.11","29/11/22","pass","200","pass","5367","pass","3150","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42457","29/11/22","6.3","pass","pass","pass"," 50/20/200","","Yes","pass","pass","30/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","9","","Delivered"
"A-L2P61","pass","pass","","","13/12/22","pass","pass","pass","pass","Wall","","1.1.1"," Bundamba","","1","4.03","1.68","13/12/22","pass","200","pass","3132","pass","2680","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","PSA liftMX 10t",""," None","","pass","","pass","pass"," Hy-Tec","","42977","13/12/2022","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","14/12/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","4","","Delivered"
"A2-B46","pass","pass","","","23/11/22","pass","pass","pass","pass"," Balustrade","",""," Bundamba","2.3U","1","0.13","0.05","23/11/22","pass","200","pass","310","pass","813","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," Other","2.5 T actech"," None","","pass","","pass","pass"," Hy-Tec","","42201","23/11/22","3.4","pass","pass","pass","40/20/200","","Yes","pass","pass","24/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate","Delivered"
"A2-B47","pass","pass","","","23/11/22","pass","pass","pass","pass"," Balustrade","",""," Bundamba","2.3","1","0.18","0.07","23/11/22","pass","200","pass","310","pass","1167","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," Other","2.5 t Actech"," None","","pass","","pass","pass"," Hy-Tec","","42201","23/11/22","3.4","pass","pass","pass","40/20/200","","Yes","pass","pass","24/11/22","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Gate","Delivered"
"Building A - Level 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A-3B01","pass","pass","","","21/01/23","pass","pass","pass","pass"," Balustrade","","1.1.1","","1.2","1","2.09","0.83","21/01/23","pass","200","pass","5215","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," Other","Actech"," None","","pass","","pass","pass"," Hy-Tec","","43782","23/01/23","6.5","pass","pass","pass"," 50/20/200","","Yes","pass","pass","24/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","5g","Delivered"
"A-3B02","pass","pass","","","20/01/23","pass","pass","pass","pass"," Balustrade","Curve","3.1.1","","5.1","1","1.83","0.76","20/01/23","pass","200","pass","4390","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","43736","20/01/23","3.4","pass","pass","pass"," Other","65/10/600","Yes","pass","pass","21/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass"," Other","Bessie","Delivered"
"A-3B03","pass","pass","","","08/02/23","pass","pass","pass","pass"," Balustrade","","2.1.1","pass","7.2u","1","2.13","0.85","08/02/23","pass","700","pass","5318","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","44430","09/02/23","5.8","pass","40",""," 50/20/200","","Yes","pass","pass","10/02/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
"A-3B04","pass","pass","","","25/01/23","pass","pass","pass","pass"," Balustrade","",""," Bundamba","7.3u","1","2.13","0.85","25/01/23","pass","200","pass","5319","pass","800","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"," 2.5t Actech",""," None","","pass","","pass","pass"," Hy-Tec","","43915","25/01/23","4.8","pass","pass","pass","40/20/200","","Yes","pass","pass","30/01/23","pass","pass","pass","pass","pass","pass","pass","pass","","pass","pass","pass","pass","","","Delivered"
