"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ad2e66d9-2596-4836-a908-083dbbe44f93","","fail","","folder","TRUE","FALSE","Site QA"
"784115f6-d19e-481e-98da-2dadf5aee4f3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A"
"998b52fe-078b-4425-921a-56aa05273680","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2"
"623dd645-284e-4fac-9eb7-8bd581819cf9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas"
"3bfc0efe-503c-42bd-9d67-17d4450a6dec","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building A","Level 2","Residential areas","Apartment 201"
"29cafc3c-4b1a-4e2d-a223-462712dead11","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 2","Service Areas","Service (Riser)","Pre Wire"
"284a28cf-1498-4ac6-9df4-96f5e58bcff2","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 2","Service Areas","Service (Riser)","Terminated & Tested"
"1ddb4433-7d4c-4c39-a9d1-e9b23d5fd4e5","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 2","Service Areas","Service (Riser)","Fit off"
"5e9c7004-d116-4455-98a6-5a7743548a6a","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 2","Service Areas","Stairs"
"d9f56690-a01c-4972-b2b1-9f7657680318","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 2","Service Areas","Stairs","Pre Wire"
"863bb427-942f-4778-8de3-cb37b7ef421a","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 2","Service Areas","Stairs","Terminated & Tested"
"51d3ece8-3b77-4e56-8760-e6f8d5d36f6d","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 2","Service Areas","Stairs","Fit off"
"15ceebde-f9bd-4919-a9d3-0478b49538ad","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3"
"76ebe747-2382-40fb-80be-1807dbcb3629","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential"
"dc2dd7ca-e2f3-4937-ba9e-8027f67ed174","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 301"
"6d2a4169-0e5b-4520-885f-a82201a786d5","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 301","Pre Wire"
"3b4e21ed-d140-4302-b6dd-e6413383980e","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 301","Terminated & Tested"
"46b758ef-f995-4da7-b347-d41fb044918f","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 301","Fit off"
"f9693e37-fdbf-40e7-8139-69f68c13ef3a","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 302"
"c4c0a944-bd4c-46f4-ac29-6c97663a2126","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 302","Pre Wire"
"86a8d9a7-2182-4c0a-b0e2-2f2a4c02650b","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 302","Terminated & Tested"
"9396d486-3b3f-479f-b3e2-22ad5ed23fdb","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 302","Fit off"
"0e67bbca-6272-4efb-8690-07e98b058e50","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 303"
"4c92dfd7-c330-48e3-97b9-de7be2de0c4b","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 303","Pre Wire"
"3e15eace-bbf9-477a-b144-589a520141f3","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 303","Terminated & Tested"
"0d62e07d-d997-4224-8eea-bbcc453226f4","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 303","Fit off"
"60569d0a-f860-4856-a46e-58750e83b00c","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 304"
"23180c37-87b6-4023-a67e-e5e06e8464f9","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 304","Pre Wire"
"59e7dbc8-6083-4256-aaab-e5ae94164335","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 304","Terminated & Tested"
"ef171552-b002-4c98-a16f-a09ed8c1ed45","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 304","Fit off"
"bdc75e4c-6af8-45e2-97de-9e50ac74894a","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 305"
"5241dea1-fcf6-4bb8-9117-017981c9415d","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 305","Pre Wire"
"b1fbb6a0-21b0-4273-9df4-b57911fbace3","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 305","Terminated & Tested"
"26630c34-6325-412f-8fe1-ea3a265738ed","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 305","Fit off"
"5d814aae-cbb5-43b7-a7e2-f22e242ff3ec","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 306"
"ac3d8df6-3647-43ad-abb9-bf11e9451e9e","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 306","Pre Wire"
"c818b519-5638-4d41-a55d-c6d28add769f","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 306","Terminated & Tested"
"011f8636-d929-46a2-9b3a-78797aeb4e09","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 306","Fit off"
"dc4a0991-1bff-4405-b45b-25b59838abe7","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 307"
"97a495fa-7682-40f4-9c86-8461535416ec","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 307","Pre Wire"
"725b61a3-8c28-4ccc-9bca-b8e7e242618a","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 307","Terminated & Tested"
"6fb94366-8557-4d00-982d-653d9432c6d4","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 307","Fit off"
"34183581-dafd-4bcc-803d-f2c04d2ba52f","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 308"
"9f7331e9-6232-4edb-bcb8-ce406cb4bcff","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 308","Pre Wire"
"da32748a-ec83-4610-b71b-b374fbea2e33","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 308","Terminated & Tested"
"13bf53fb-8b49-4738-bb5d-7b459db0dc1a","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 308","Fit off"
"9f055582-2ecd-471e-892d-3147d10132b9","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 309"
"9ca7efb3-d8f3-4b8d-b899-9af2a2de9def","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 309","Pre Wire"
"7caa5ad4-48f2-46dd-8136-b78bf22a6b5e","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 309","Terminated & Tested"
"e8b95bd6-d86a-4ec7-a7c0-7e908de7a289","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 309","Fit off"
"6ec4af5e-7482-457e-aaa8-0c083c2a6e69","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 310"
"3fda2250-e8d5-4acb-8807-945f3cd67d64","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 310","Pre Wire"
"f782d381-8ffc-415d-863e-8ec0aaea4bdb","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 310","Terminated & Tested"
"bdaa9865-cdd8-4f34-b0b3-62ac2a87f65b","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Residential","Apartment 310","Fit off"
"53587327-f505-4ec8-9d93-a3ffe5950401","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Service Areas"
"44218026-dada-4f6a-8b31-d01f9dde105e","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Service Areas","Electrical DB"
"12c5ce0a-c94c-45e8-b339-4f74081f29b1","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Service Areas","Electrical DB","Pre Wire"
"8d74f4ac-776d-40ee-bda3-ea0d0cc2ebe4","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Service Areas","Electrical DB","Terminated & Tested"
"39fe4019-b068-4325-b823-33a9b064af5b","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Service Areas","Electrical DB","Fit off"
"374be27a-25ed-4742-8336-9b3ffecee5ea","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Service Areas","Service (Riser)"
"6ddfc187-0707-4b13-bff9-4ffc392d1d1f","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Service Areas","Service (Riser)","Pre Wire"
"d2bd8096-c1aa-4f13-b26c-81c793be70b9","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Service Areas","Service (Riser)","Terminated & Tested"
"883529d4-2435-4cee-aa29-3091fed3a14b","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Service Areas","Service (Riser)","Fit off"
"324a784f-726d-4b50-849b-6e4fd965ef82","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 3","Service Areas","Stairs"
"9580e66b-7265-4842-9ad9-c9f98531e2f2","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Service Areas","Stairs","Pre Wire"
"3fde138b-ef16-4f07-bddd-b018719c36b1","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Service Areas","Stairs","Terminated & Tested"
"e4bc76c3-3613-475c-a593-76a830512408","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 3","Service Areas","Stairs","Fit off"
"e1f4c025-74ea-4637-84c2-ecb95b719069","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 4"
"bbbcd592-1865-4f2e-8aab-5b6402406fbc","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 4","Residential"
"1135bc82-e378-4088-b9fa-3b25de250861","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 4","Residential","Apartment 401"
"b807c8e4-8976-4e21-ae98-0b79fcf6c039","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Residential","Apartment 401","Pre Wire"
"a950ac3b-b179-4bae-abe3-d6760eb0203f","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Residential","Apartment 401","Terminated & Tested"
"35740806-5115-4647-a852-2227042908b7","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Residential","Apartment 401","Fit off"
"bceab93c-21e9-44b1-83bc-c8b09ae933b3","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 4","Residential","Apartment 402"
"f31aebaa-da80-4781-adb8-839654787381","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Residential","Apartment 402","Pre Wire"
"f238b350-bc79-4700-bf5b-a531eaf18f2e","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Residential","Apartment 402","Terminated & Tested"
"61711aca-3b66-4a9f-918b-8a1b38a19def","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Residential","Apartment 402","Fit off"
"68a0c3f4-7680-4fa0-b04d-778cc7e33c73","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 4","Service Areas"
"2afaea56-7142-46dc-bc5c-b914c8ee4642","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 4","Service Areas","Electrical DB"
"ff8c2295-b365-4f2f-8407-32fd50f173ea","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Service Areas","Electrical DB","Pre Wire"
"de6ed578-1df7-486a-8b60-07d3fe9e830d","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Service Areas","Electrical DB","Terminated & Tested"
"f05158ad-8039-4cd6-83c9-2b6df5ea8e9e","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Service Areas","Electrical DB","Fit off"
"ec005032-e87c-4149-8bcb-5fccecd13fcf","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 4","Service Areas","Service (Riser)"
"a21dbd28-6934-4714-9ca0-2b847dc1178c","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Service Areas","Service (Riser)","Pre Wire"
"b4ee81b0-0f04-40d4-8626-10373f639f1c","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Service Areas","Service (Riser)","Terminated & Tested"
"c9aa3507-5747-4fc0-ac3c-ffd608ce50c4","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Service Areas","Service (Riser)","Fit off"
"0d3f9024-0c74-4806-bb85-d4f999e3a1d3","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Level 4","Service Areas","Stairs"
"eddf88d5-e792-47dc-9327-5d706365c158","","not-started","Pre Wire","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Service Areas","Stairs","Pre Wire"
"13b81705-662d-4759-b0c8-e94da68d7a8d","","not-started","Terminated & Tested","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Service Areas","Stairs","Terminated & Tested"
"c109e220-f9b9-458c-b824-de3fb7847bc5","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building C","Level 4","Service Areas","Stairs","Fit off"
"e26655e3-8bae-4426-99f5-1cf72c52438c","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Floor Commissioning"
"754f4e5f-2d89-43bf-9863-f435c5651e6c","","not-started","Floor Commissioning","checklist","FALSE","FALSE","Site QA","Building C","Floor Commissioning","Floor Commissioning"
"33561562-3b05-4d07-8040-0f141b3d5a1f","","not-started","Building Commissioning","checklist","FALSE","FALSE","Site QA","Building C","Building Commissioning"
"f092e104-83a8-4e94-9997-6e1a544b1be3","","not-started","Completion Documents","checklist","FALSE","FALSE","Site QA","Building C","Completion Commissioning"
"ad94d296-21b9-47b9-9b6f-2c1e02ef3886","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D"
"de0f8f71-9e2f-4274-ac8e-0f54ea8ea751","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 3"
"2f941e90-b565-453b-85b3-802ee90cf45e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 3","Residential areas"
"7e1d7354-1f65-41c8-a15f-dd0d8458dd56","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 301"
"add37ecd-17c7-4ef4-89ec-63d58c781ca2","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 301","Pre Wire"
"8b04b821-1a2a-4c8c-b756-2b755b71920f","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 301","Install DB"
"ba9970fb-055a-40b8-82d9-4d6ffa8f6eb1","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 301","Fit off"
"ae197612-6405-458a-a37c-6a6ef13a8e59","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 302"
"7e0ab0f8-e565-4173-94d3-ff3d8a9cb8a9","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 302","Pre Wire"
"3a06a7ce-d258-4887-a63c-9905f418bacb","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 302","Install DB"
"d4210418-4885-4268-b2f8-6b0d2557a933","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 302","Fit off"
"ccdde3bb-d385-4362-ba9f-10ce262dc582","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 303"
"6b395f89-a539-42ca-8f63-b20abc8939a8","","pass","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 303","Pre Wire"
"197d1fa5-9780-44ad-ad6a-603e70d96356","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 303","Install DB"
"9c9be969-ace6-498f-91bc-7f6c161bf35b","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 303","Fit off"
"7cceaaf7-04e7-4a3f-9e2c-bdad5c265efb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 304"
"7b346c46-f96f-4dbb-a151-88e43c76985f","","work-in-progress","Pre Wire","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 304","Pre Wire"
"9f59fbc8-0ef3-4f25-8df0-c3dde8314be4","","not-started","Install ADE - Apartment Distribution Enclosure","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 304","Install DB"
"e8f71e93-5095-456a-8fb0-793fcb23d65f","","not-started","Fit off","checklist","FALSE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 304","Fit off"
"718ec23f-68d4-4571-93e5-a379ba1478d5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Level 3","Residential areas","CS 305"
